image_id,image_path,category,category_bn,question,question_bn,llm_answer,llm_answer_bn
351,c563d79f17e366205cf641fd0162c6062dd13523_2-Figure1-1.png,condition,রোগ,What abnormalities are observed in the image?,ছবিতে কী কী অস্বাভাবিকতা দেখা যাচ্ছে?,hypodense areas,হাইপোডেন্স এলাকা
836,d49938c7c34e2ffb04dd7821868b37d45489198b_3-Figure1-1.png,condition,রোগ,What conditions are identified?,কি কি অবস্থা সনাক্ত করা হয়েছে?,no finding,কোনো প্রকার লক্ষণ নেই
1274,28a9fbfc24507eea748532fe01566a8ab3a7938a_4-Figure1-1.png,condition,রোগ,What conditions are present in the image?,ছবিতে কী কী অবস্থা দেখা যাচ্ছে?,ring-enhancing lesion,রিং-এনহ্যান্সিং ক্ষত
1468,82c70448bf2ff2c5dded7d1f1fe521020fcfba34_4-Figure3-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কি অবস্থা দেখা যায়?,metastasis,মেটাস্ট্যাসিস
796,55bbb19673efc284707d88d7ada1fec589565163_6-Figure2-1.png,condition,রোগ,What condition is observed?,কী অবস্থা পরিলক্ষিত হয়েছে?,enhancing lesion,বৃদ্ধিপ্রাপ্ত ক্ষত
1363,85362372c3fd5c3cc9a8937d1fe7ee0014881d6b_3-Figure2-1.png,condition,রোগ,What conditions are observed?,কী অবস্থা পরিলক্ষিত হচ্ছে?,no finding,কোনো কিছু পাওয়া যায়নি
396,2adfd48fff557d8055297504505a3a3fe6abe757_1-Figure1-1.png,condition,রোগ,What condition is observed in the image?,ছবিতে কী অবস্থা পরিলক্ষিত হচ্ছে?,hematoma,হেমাটোমা
555,97a3085364c020a71c619de1751db3ac0bfd382e_1-Figure2-1.png,condition,রোগ,What conditions are noted in this image?,এই ছবিতে কী কী অবস্থা দেখা যাচ্ছে?,no finding,কিছু পাওয়া যায়নি
19,726305237bb4419aee2e8b9c50fea9c54557b204_2-Figure1-1.png,condition,রোগ,What condition is observed in the image?,ছবিতে কী অবস্থা দেখা যাচ্ছে?,abnormal air fluid level,অস্বাভাবিক বায়ু তরল স্তর
136,4a6ee81213fb0ebed976c4796c1ea07876c18d5c_4-Figure1-1.png,condition,রোগ,What conditions are observed?,কি অবস্থা পরিলক্ষিত হয়?,no finding,কোনো রোগ নির্ণয় নেই
552,49028fce425a7f966491a58cacb1f125bf8d8546_2-Figure1-1.png,condition,রোগ,What conditions are noted in the image?,ছবিতে কি কি অবস্থা উল্লেখ করা হয়েছে?,no significant lesions,উল্লেখযোগ্য কোন ক্ষত নেই।
626,518328684f876ce497899638b5fd13df4a8027a3_2-Figure1-1.png,condition,রোগ,What medical condition is observed in the image?,ছবিতে কী মেডিকেল অবস্থা পরিলক্ষিত হচ্ছে?,metastatic lesion,মেটাস্ট্যাটিক ক্ষত
1306,dcb8b8bf748939fa676b70f00c6f2224ce42c165_2-Figure3-1.png,condition,রোগ,What conditions are observed in this image?,এই ছবিতে কি অবস্থা দেখা যাচ্ছে?,pulmonary haemorrhages,পালমোনারি হেমারেজ (ফুসফুসে রক্তক্ষরণ)
1254,2467fda7d535d787ca32524b3f85b49a23dc1892_1-Figure1-1.png,condition,রোগ,What conditions are identified in the image?,ছবিতে কী কী অবস্থা সনাক্ত করা হয়েছে?,large enhancing tumour,বৃহৎ এনহ্যান্সিং টিউমার
52,159c93f1f56432da1eaf20a19f245072ef4555e3_2-Figure1-1.png,condition,রোগ,What condition is observed?,কী অবস্থা পরিলক্ষিত হচ্ছে?,mass,ভর।
1374,45e670617cd36ebaba47d7c665e9f62bdd419390_5-Figure1-1.png,condition,রোগ,What conditions are observed?,কী কী অবস্থা পরিলক্ষিত হয়?,several plaques,কয়েকটি প্ল্যাক
1123,9ba362def466abf0e84e741cf29f736939e015e8_2-Figure2-1.png,condition,রোগ,What conditions are observed?,কি অবস্থা পরিলক্ষিত হচ্ছে?,no finding,কিছু পাওয়া যায়নি
1107,f8be495090ae201e7a81d86292bccdb3a4c02bad_2-Figure1-1.png,condition,রোগ,What condition is observed in the image?,ছবিতে কী অবস্থা দেখা যাচ্ছে?,small bowel entrapped,ক্ষুদ্রান্ত্র আবদ্ধ
9,0a9723a1a0787168ebaf805805fe4b020fba7d67_3-Figure3-1.png,condition,রোগ,What condition is present?,কী অবস্থা বিদ্যমান?,empty sella,খালি সেলা
57,2a75feab8213819b7a7041aa3631e46c685ba51f_2-Figure2-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কী কী অবস্থা পরিলক্ষিত হয়?,narrowing of the aorta,অ্যাওর্টার সংকীর্ণতা।
816,b264b95ce1eb93a1643bc5eb66ba3d29f6eda297_2-Figure1-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কি অবস্থা দেখা যাচ্ছে?,nodule with a cavity,একটি গহ্বর সহ নোड्यूल
210,438bdfc67ce126d9d2315bdbde7fb9910a4bd247_3-Figure2-1.png,condition,রোগ,What conditions are identified in the image?,ছবিতে কি অবস্থা সনাক্ত করা হয়েছে?,fluid collection,ফ্লুইড কালেকশন (তরল জমা)
1347,9d1a9e39acfc2609a202a620337a31b427339d45_2-Figure1-1.png,condition,রোগ,What condition is present in the image?,ছবিতে কোন অবস্থা বিদ্যমান?,cerebral metastases,সেরেব্রাল মেটাস্ট্যাসিস
460,847de5a0e54f5f87c6a39603e8e64a7f73663e13_3-Figure5-1.png,condition,রোগ,What abnormalities are identified in the image?,ছবিতে কি কি অস্বাভাবিকতা সনাক্ত করা হয়েছে?,soft tissue lesion,мягкие ткани поражения (সফট টিস্যু লিশন)
225,eb0597662650e272c8602e579dde5e788d392722_14-Figure20-1.png,condition,রোগ,What condition is observed?,কি অবস্থা পরিলক্ষিত হয়?,uniformity artifacts,ইউনিফর্মিটি আর্টিফ্যাক্টস
411,2bb15b01b142989edb3df793e5691843f243e767_3-Figure2-1.png,condition,রোগ,What conditions are present?,কি অবস্থা বিদ্যমান?,no remarkable changes,উল্লেখযোগ্য কোন পরিবর্তন নেই
974,107226a3b3aefd96b88a28c31cdb68c9038bce40_2-Figure1-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কী অবস্থা দেখা যাচ্ছে?,small nodules,ছোট নডিউল
1025,6afbe05a6444976ddc89b3fe10da4fa668fd8bdc_5-Figure2-1.png,condition,রোগ,What conditions are identified in the image?,ছবিতে কি অবস্থা সনাক্ত করা হয়েছে?,no finding,কিছু পাওয়া যায়নি
86,a89a9970624370063c912c5e3446ac203225bcd0_2-Figure1-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কী কী অবস্থা দেখা যাচ্ছে?,mildly enhancing lesion,হালকা বর্ধিত ক্ষত
805,753cdf904e3ec8bb25ea53535bd2720a0ff52b14_2-Figure2-1.png,condition,রোগ,What is the condition shown?,এখানে কি অবস্থা দেখানো হয়েছে?,ring-enhancing lesion,রিং-এনহ্যান্সিং ক্ষত।
589,28468481426ebdf317bf57486c873c3f91f44e78_2-Figure1-1.png,condition,রোগ,What condition is observed in the image?,ছবিতে কি অবস্থা পরিলক্ষিত হয়?,stenosis,স্টেনোসিস
79,d15c51f766fd2484bd8d8092f2f20cb0205818ff_4-Figure4-1.png,condition,রোগ,What condition is observed in the image?,ছবিতে কী অবস্থা পরিলক্ষিত হচ্ছে?,total atelectasis,সম্পূর্ণ অ্যাটেলেকট্যাসিস
31,c9a42a08f09b247b19f3d7216bd0725739f9ece1_2-Figure1-1.png,condition,রোগ,What condition is observed in the image?,ছবিতে কি অবস্থা পরিলক্ষিত হয়?,razorblades,রেজারব্লেড
1361,2ee2cb4f35e3e78a8b2aa3a267c24b75636bb08c_1-Figure1-1.png,condition,রোগ,What conditions are observed?,কোন অবস্থাগুলো পরিলক্ষিত হয়?,no finding,কিছু পাওয়া যায়নি
405,fe827200558bfe7422dedfb6895fc0dc6513305f_2-Figure1-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কোন অবস্থাগুলি পরিলক্ষিত হয়?,cysts,সিস্ট
1106,b1d55f300d6747d1fdfeff232a12e074a640c1f2_2-Figure1-1.png,condition,রোগ,What condition is observed?,কী অবস্থা পরিলক্ষিত হচ্ছে?,high-density area,উচ্চ ঘনত্বের অঞ্চল
1430,b36cfb6c41c67795aceb9c05d3f80130276a37a6_3-Figure3-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কি কি অবস্থা পরিলক্ষিত হচ্ছে?,mass (31 x 13mm),ভর
437,74d419d638d5aff93764b7a76793485e6b90de7f_2-Figure2-1.png,condition,রোগ,What conditions are observed in this image?,ছবিতে কি কি অবস্থা দেখা যাচ্ছে?,no finding,কোনো ফাইন্ডিং নেই।
427,73381117ea2f943066967a5f4d472802bd05d552_2-Figure2-1.png,condition,রোগ,What condition is observed?,কী অবস্থা পরিলক্ষিত হচ্ছে?,non-enhancing mass,নন-এনহ্যান্সিং ভর
1240,7fa51d5429cd693f46540b5a12fa8f17bd78c33c_2-Figure1-1.png,condition,রোগ,What conditions are observed in this image?,এই ছবিতে কী কী অবস্থা দেখা যাচ্ছে?,no finding,কোনো কিছু পাওয়া যায়নি।
1019,668562fcb38a2337e773069a2038a3cd5aff98d7_2-Figure2-1.png,condition,রোগ,What condition is identified in the image?,ছবিতে কোন অবস্থা সনাক্ত করা হয়েছে?,sebaceous cyst,সেবাসিয়াস সিস্ট
1332,bfc1153c0b8c995255aedbca280fea4ae7db2d9f_2-Figure2-1.png,condition,রোগ,What condition is present in the image?,ছবিতে কী অবস্থা বিদ্যমান?,hyperintense patch of CPM,সিপিএম-এর হাইপারইনটেনস প্যাচ
1182,61770021d6e660f86ecf35f442bb15c460c83142_2-Figure2-1.png,condition,রোগ,What abnormalities are present in the image?,ছবিতে কী কী অস্বাভাবিকতা দেখা যাচ্ছে?,mild ground glass opacity,মৃদু গ্রাউন্ড গ্লাস অস্বচ্ছতা
1168,eaa3b644f0258317373a7a911e4ca010ef1e4887_2-Figure1-1.png,condition,রোগ,What conditions are present in the image?,ছবিতে কী কী অবস্থা দেখা যাচ্ছে?,hyperintensities,হাইপারইনটেনসিটি
983,279b0581383080eb80d6af7018d48887349f245d_5-Figure3-1.png,condition,রোগ,What conditions are present?,কি অবস্থা বিদ্যমান?,metastatic tumor,মেটাস্ট্যাটিক টিউমার।
1334,190e21bb4469fe62fb6f1db6b24752c7fc87b8f7_2-Figure1-1.png,condition,রোগ,What condition is observed in the image?,ছবিতে কী অবস্থা দেখা যাচ্ছে?,expansile lesion,প্রসারিত ক্ষত
514,4ab1e0a2745446d58725eb46ef4c2d18a26751fd_5-Figure14-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কি কি অবস্থা লক্ষ্য করা গেছে?,multiple deposits,একাধিক ডিপোজিট
1138,0f22618d9adc37c0787c7c4236bd7daf1b6d090a_2-Figure1-1.png,condition,রোগ,What conditions are observed in this image?,এই ছবিতে কী কী অবস্থা পরিলক্ষিত হয়?,no finding,কোনো নেই।
900,009f0ac3daa84f5d2834301a8c20706441ee0170_1-Figure1-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কী কী অবস্থা দেখা যাচ্ছে?,diffusion restriction,ডিফিউশন রেস্ট্রিকশন।
583,9b3f76b0d6dcdfeb60539fe74410a28fe17f1ba4_7-Figure2-1.png,condition,রোগ,What conditions are identified in the image?,ছবিতে কি কি অবস্থা সনাক্ত করা হয়েছে?,no finding,কোনো সমস্যা পাওয়া যায়নি।
720,35cb4f459b7eebf9d722d689489b256cab7bffb9_1-Figure1-1.png,condition,রোগ,What condition is present in the image?,ছবিতে কি অবস্থা বিদ্যমান?,rectus haematoma,রেকটাস হেমাটোমা
410,70fbec3d5cd7618c41f26123aa525c63839ee91a_1-Figure1-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কি কি অবস্থা দেখা যাচ্ছে?,"mass, nodules","ভর, নোডিউল"
695,3ad8ae5d7127938e3e289235545c29ac1254298b_1-Figure1-1.png,condition,রোগ,What conditions are observed in the image?,এই ছবিতে কি কি অবস্থা দেখা যাচ্ছে?,no finding,কিছু পাওয়া যায়নি
525,8d4929b76b1e4e0d83b1eedba34bb3242da49b4d_2-Figure1-1.png,condition,রোগ,What conditions are observed?,কী কী অবস্থা দেখা যাচ্ছে?,giant bullae,জায়ান্ট বুলা
741,a5c51a19cf0b9465cb1de99a4bdc2322dc3ea1d5_2-Figure1-1.png,condition,রোগ,What conditions are present in the image?,ছবিতে কি কি অবস্থা বিদ্যমান?,no finding,কিছু পাওয়া যায়নি
544,9c9941556664601f4c8fc6e1f122c9b758f870f1_3-Figure1-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কী কী অবস্থা পরিলক্ষিত হচ্ছে?,asymmetrical atrophy,অসম প্রতিসাম্যহীন এট্রোফি
835,6468f886b0c8305245b6966c5c90b0a9e381d47f_4-Figure4-1.png,condition,রোগ,What conditions are observed in this image?,এই ছবিতে কী কী অবস্থা পরিলক্ষিত হয়েছে?,no finding,কিছু পাওয়া যায়নি
644,793bcb72542c1bfe3a609e548cf990a4c13f15e0_2-Figure7-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কী কী অবস্থা পরিলক্ষিত হচ্ছে?,heterogenous mass,হেটেরোজেনাস মাস
307,6bdf981ce50269f0ed1fd393fc4d4240e49fc1ea_2-Figure1-1.png,condition,রোগ,What conditions are identified in the image?,ছবিতে কী কী অবস্থা সনাক্ত করা হয়েছে?,no finding,কিছু পাওয়া যায়নি
686,43f384681351ee6400976427971395a31873eb00_3-Figure3-1.png,condition,রোগ,What conditions are identified in this image?,এই ছবিতে কী কী অবস্থা সনাক্ত করা হয়েছে?,no finding,কিছু পাওয়া যায়নি
1160,f74231838150c91f2da92cf4298133eeb6c8e89b_1-Figure2-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কি কি অবস্থা দেখা যাচ্ছে?,hyperintense lesions,হাইপারইনটেন্স ক্ষত
267,b527527087da7e9a6b9462bdf48acc52fdc40060_2-Figure1-1.png,condition,রোগ,What conditions are observed?,কি অবস্থা পরিলক্ষিত হয়?,no finding,কিছু পাওয়া যায়নি
854,16d83d3d5f80578b2abd940174dd74a6e233831a_5-Figure5-1.png,condition,রোগ,What is the condition shown in the image?,ছবিতে কি অবস্থা দেখানো হয়েছে?,no finding,কিছু পাওয়া যায়নি
1331,dd0658a96b0f50f0cf743f090bdf9d901b4efc41_3-Figure2-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কী অবস্থা পরিলক্ষিত হচ্ছে?,hyperdensity,হাইপারডেনসিটি
1222,26fe1592ba4359e624350546ec1197ce9d6b6c23_1-Figure1-1.png,condition,রোগ,What abnormalities are observed in the image?,ছবিতে কী কী অস্বাভাবিকতা দেখা যাচ্ছে?,hyperintensity,হাইপারইনটেনসিটি
441,45fb7baef823428f41a84bbd720bef9cfda99f5e_2-Figure2-1.png,condition,রোগ,What conditions are observed?,কি অবস্থা পরিলক্ষিত হয়?,increase in size,আকারে বৃদ্ধি
861,11f89f5e5ef0ede0c7c345f6e0db87e19b299ee4_9-Figure7-1.png,condition,রোগ,What condition is observed in the image?,ছবিতে কী অবস্থা দেখা যাচ্ছে?,no finding,কোনো ফাইন্ডিং নেই
1428,9c7c83449bd0771f9af61468f33714cfdc7758dc_2-Figure1-1.png,condition,রোগ,What medical condition is observed in this image?,এই ছবিতে কি মেডিকেল অবস্থা পরিলক্ষিত হচ্ছে?,gas,গ্যাস
967,c27eaa71b2ea6db54eeee263ca3794ed87a6aacd_2-Figure2-1.png,condition,রোগ,What conditions are identified in the image?,ছবিতে কী কী অবস্থা সনাক্ত করা হয়েছে?,no finding,কোনো প্রকার লক্ষণ নেই
1092,a4286ad9428017ff03f82c198ee3ba27625e191d_2-Figure1-1.png,condition,রোগ,What abnormalities are present in the image?,ছবিতে কী কী অস্বাভাবিকতা রয়েছে?,large pleural effusion,বৃহৎ প্লুরাল ইফিউশন (ফুসফুসের চারপাশে জল জমা)
627,0522489f1b5fb73e01a0ac6f47cd21b0ff34c6d1_3-Figure3-1.png,condition,রোগ,What condition is observed in the image?,ছবিতে কী অবস্থা পরিলক্ষিত হচ্ছে?,mass,ভর
718,5a09288b320e9b5c07a6e8cfeaba73159e175425_1-Figure2-1.png,condition,রোগ,What medical condition is identified in the image?,ছবিতে কোন মেডিকেল কন্ডিশন চিহ্নিত করা হয়েছে?,pneumothorax,নিউমোথোরাкс
656,2d3d3114e590059aa8ab0f62ad9e0246dbd37561_1-Figure2-1.png,condition,রোগ,What condition is present in the image?,ছবিতে কী অবস্থা দেখা যাচ্ছে?,cerebral tuberculoma,সেরিব্রাল টিউবারকুলোমা।
1186,663ae4381076a41d368f5f6b161f0388e9558615_3-Figure2-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কী কী অবস্থা দেখা যাচ্ছে?,thrombotic lesions,থ্রম্বোটিক ক্ষত
921,2e5861e0afc88149949ec48da179ea41f8aea7de_2-Figure3-1.png,condition,রোগ,What condition is observed in this image?,এই ছবিতে কী অবস্থা লক্ষ্য করা যাচ্ছে?,cystic component,সিস্টিক উপাদান
113,7810ba1d1a70ffc3a096ac8334a897a568f60167_6-Figure3-1.png,condition,রোগ,What condition is observed in the image?,এই ছবিতে কী অবস্থা দেখা যাচ্ছে?,bronchiectasis,ব্রঙ্কিয়েক্টেসিস
512,60ce9956a29f87b00066d70cf5403975267100f9_2-Figure2-1.png,condition,রোগ,What abnormalities are present in the image?,ছবিতে কি কি অস্বাভাবিকতা আছে?,small nodules (3mm),ছোট নডিউল (৩ মিমি)
1135,248b62cd45c1358e730cdeb817aeee7ea8dd553f_2-Figure1-1.png,condition,রোগ,What conditions are present?,কি অবস্থা বিদ্যমান?,no finding,কিছু পাওয়া যায়নি।
685,5e23db01a1319ff6bed3b8e66c9c21d88fc525c6_1-Figure1-1.png,condition,রোগ,What conditions are identified in this image?,এই ছবিতে কী কী অবস্থা সনাক্ত করা হয়েছে?,no finding,কিছু পাওয়া যায়নি
868,7d959d9eb13e813050620271eef142f84cacb639_6-Figure1-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কি কি অবস্থা দেখা যাচ্ছে?,multiple lung metastases,মাল্টিপল লাং মেটাস্টেসিস (ফুসফুসে একাধিক ক্যান্সার বিস্তার)
1478,67bdd8f149f11308eedb27051f315e5a6106f36f_3-Figure2-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কি কি কন্ডিশন (conditions) দেখা যাচ্ছে?,no finding,কিছু পাওয়া যায়নি
199,8190b54075332e82a46055a76626e5f8fe0238aa_3-Figure2-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কি কি অবস্থা পরিলক্ষিত হচ্ছে?,punctuate foci,পংচুয়েট ফোকি
416,c690a48ca8cc92a905ab5e8ecc31e503a877fb6f_2-Figure1-1.png,condition,রোগ,What conditions are noted in the image?,ছবিতে কী কী অবস্থা উল্লেখ করা হয়েছে?,no finding,কোনো ফাইন্ডিং নেই
1299,97a3085364c020a71c619de1751db3ac0bfd382e_1-Figure1-1.png,condition,রোগ,What conditions are identified in the image?,ছবিতে কী কী অবস্থা সনাক্ত করা গেছে?,no finding,কিছু পাওয়া যায়নি
766,b896f8ba19a04683f1b35186fa3dee559bbd9717_2-Figure2-1.png,condition,রোগ,What medical condition is identified in the image?,ছবিতে কোন চিকিৎসা অবস্থা সনাক্ত করা হয়েছে?,mild hyperinflation,মৃদু হাইপারইনফ্লেশন
28,9e9c33362a21a10fdab7607a0fdb51357cee64d5_2-Figure2-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কী কী অবস্থা দেখা যাচ্ছে?,no finding,কোনো প্রকার লক্ষণ নেই
1120,f6b05a4a3174ee9d1029332917f5590d72391c4a_2-Figure2-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কী কী অবস্থা পরিলক্ষিত হচ্ছে?,large mass,বৃহৎ ভর
1341,678ce52067c632623c43ca3e8540eadcbaa299b2_3-Figure2-1.png,condition,রোগ,What conditions are observed in this image?,এই ছবিতে কী কী অবস্থা দেখা যাচ্ছে?,pneumomediastinum,নিউমোমিডিয়াসটিনাম (ফুসফুস ও হৃদপিণ্ডের মধ্যবর্তী স্থানে বাতাস)
563,85362372c3fd5c3cc9a8937d1fe7ee0014881d6b_3-Figure3-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কী কী অবস্থা পরিলক্ষিত হচ্ছে?,no finding,কিছু পাওয়া যায়নি
539,e31f24e756cac9ef0555c74eceedadf46f0993c8_3-Figure4-1.png,condition,রোগ,What condition is observed in the image?,ছবিতে কি অবস্থা দেখা যাচ্ছে?,no finding,কোনো ফাইন্ডিং নেই।
634,8d089f5ae95833aa3833fcb01ec7e4fbd16e0d7a_3-Figure1-1.png,condition,রোগ,What conditions are present in the image?,ছবিতে কী কী অবস্থা বিদ্যমান?,no finding,কোনো প্রকার রোগ নির্ণয় করা যায়নি
653,120e4bb0e7397464215f67a5563c1edce104a9b6_2-Figure1-1.png,condition,রোগ,What is the condition observed in the image?,ছবিতে কি অবস্থা পরিলক্ষিত হচ্ছে?,mass (2.8 × 2.5 cm),ভর (২.৮ × ২.৫ সেমি)
40,984f46a5b873c8df204c67ec8fe283b14fbdf7bf_2-Figure1-1.png,condition,রোগ,What conditions are identified in the image?,ছবিতে কী কী অবস্থা সনাক্ত করা হয়েছে?,no finding,কিছু পাওয়া যায়নি
993,441401b21170613940b1049ab27b46134b23dfd8_4-Figure3-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কি কি অবস্থা পরিলক্ষিত হয়েছে?,extensive abnormality,ব্যাপক অস্বাভাবিকতা
389,36c49bc26d4d9bfe8d4143c73aedbc8cac95015d_2-Figure1-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কী কী অবস্থা দেখা যাচ্ছে?,prominent mass,একটি স্পষ্ট ভর
291,a75aa42aa57ca2f41100afd4d85be61f7e141335_2-Figure1-1.png,condition,রোগ,What is the condition shown in the image?,ছবিতে কি অবস্থা দেখা যাচ্ছে?,PML lesion,পিএমএল ক্ষত
117,eff380842a53dfe9a2a7170a183c205923507f96_3-Figure5-1.png,condition,রোগ,What conditions are observed in this image?,ছবিতে কি অবস্থা পরিলক্ষিত হয়?,single lung metastasis,সিঙ্গেল লাং মেটাস্ট্যাসিস
970,e542cee45a7f833dedee1594616a55c034674d5c_2-Figure1-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কী কী অবস্থা পরিলক্ষিত হচ্ছে?,small dilatation,ছোট প্রসারণ
588,24814243a1dd322530750099651e37e568ecda7c_3-Figure2-1.png,condition,রোগ,What conditions are identified in the image?,ছবিতে কি কি অবস্থা সনাক্ত করা গেছে?,no finding,কোনো সূচক নেই
1420,61be7a039154419a95a630b9693b9275d79ad3a7_1-Figure2-1.png,condition,রোগ,What condition is present?,কী অবস্থা বিদ্যমান?,multiple nodular lesions,একাধিক নডিউলার ক্ষত
944,473117b8369e675458e8202e89f18fe27115288b_2-Figure1-1.png,condition,রোগ,What conditions are identified in the image?,ছবিতে কী কী অবস্থা চিহ্নিত করা হয়েছে?,no finding,কিছু পাওয়া যায়নি
699,7b67ab617274dba36b07cb996dd1fe8401c4edd2_2-Figure1-1.png,condition,রোগ,What specific conditions are observed?,এখানে কি কি নির্দিষ্ট অবস্থা দেখা যাচ্ছে?,bronchial wall thickening,শ্বাসনালী প্রাচীর পুরু হয়ে যাওয়া
904,e8970397e5a250a4ed2f20e092abc164586fffa5_11-Figure9-1.png,condition,রোগ,What condition is present in the image?,ছবিতে কী অবস্থা দেখা যাচ্ছে?,metastasis,মেটাস্ট্যাসিস।
728,0a4b6430939b48177ab15b54be6d3a9dc6f733d1_6-Figure1-1.png,condition,রোগ,What conditions are present in the image?,ছবিতে কি কি অবস্থা বিদ্যমান?,no finding,কিছু পাওয়া যায়নি।
1441,384bb2e0aced3c7aeff68caeea6ea7e2d59dcaad_2-FigureI-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কি কি অবস্থা পরিলক্ষিত হচ্ছে?,no finding,কিছু পাওয়া যায়নি।
687,cc6b28135088c8c4084f0733c466793454893e34_2-Figure1-1.png,condition,রোগ,What conditions are present in the image?,ছবিতে কি অবস্থা দেখা যাচ্ছে?,recurrent tumour,পুনরাবৃত্ত টিউমার।
341,9b82da5b7174090293520186e298aa552cf77ef2_1-Figure1-1.png,condition,রোগ,What condition is present in the image?,ছবিতে কী অবস্থা বিদ্যমান?,gas-forming liver abscess,গ্যাস-ফর্মিং লিভার অ্যাবসেস
1319,38e328cfc10b5680b091c2fe5c02c0379091282c_10-Figure7-1.png,condition,রোগ,What conditions are identified in the image?,ছবিতে কি কি অবস্থা সনাক্ত করা গেছে?,no finding,কিছু পাওয়া যায়নি।
580,dc20f3210bbf4708ebd7c0721307f86d71c8e9ec_5-Figure4-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কি কি অবস্থা দেখা যাচ্ছে?,no finding,কিছু পাওয়া যায়নি।
1292,3279d5a09243d261a4cb33ed1c63dbb0d2a3b40c_5-Figure1-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কোন অবস্থা পরিলক্ষিত হয়?,"mass, pleural effusion","ভর, প্লুরাল ইফিউশন"
527,62487c1ba4a8818f6a3e8bdb49873122b642fbd9_3-Figure1-1.png,condition,রোগ,What conditions are observed in the image?,এই ছবিতে কি অবস্থা দেখা যাচ্ছে?,no finding,কোনো কিছু পাওয়া যায়নি
8,c4b7bfdc197097cca90ef9b526b12e518404ef31_3-Figure3-1.png,condition,রোগ,What conditions are present in the image?,ছবিতে কি অবস্থা দেখা যাচ্ছে?,no finding,কোনো ফাইন্ডিং নেই
346,240b681a191a330129330d2bdf4ce9f15b39698a_2-Figure1-1.png,condition,রোগ,What condition is observed in the image?,ছবিতে কী অবস্থা দেখা যাচ্ছে?,severe splenomegaly,মারাত্মক স্প্লেনোমেগালি
1236,e5ad7c40722dfe7bb796aa5b4b831a367bb9de5a_2-Figure2-1.png,condition,রোগ,What is the main condition observed?,পর্যবেক্ষিত প্রধান অবস্থাটি কী?,mass,ভর।
247,2c75c1f913e8026fe048b968b48846e06e02bd61_10-Figure3-1.png,condition,রোগ,What conditions are identified in the image?,ছবিতে কি অবস্থা সনাক্ত করা হয়েছে?,no finding,কোনো ফাইন্ডিং নেই
1412,5bd0ce21d41fedfd0ed2869c710840f4d18e45de_4-Figure1-1.png,condition,রোগ,What conditions are present in the image?,ছবিতে কি কি অবস্থা বিদ্যমান?,no finding,কোনো ফাইন্ডিং নেই
453,f97dd6fc8037fb9ff72aab089a1ecfe9d79c85ee_4-Figure2-1.png,condition,রোগ,What is the condition shown in the image?,ছবিতে কি অবস্থা দেখানো হয়েছে?,no finding,কোনো প্রকার রোগ নির্ণয় নেই।
1150,06483f1bcf25eb915bda69fbeb4a916735275cb5_2-Figure1-1.png,condition,রোগ,What condition is observed in the image?,ছবিতে কী অবস্থা দেখা যাচ্ছে?,hemorrhage,রক্তক্ষরণ।
363,1f0590ba1a4de9c179133d7ee8b3ea734b9555cc_5-Figure3-1.png,condition,রোগ,What condition is observed in the image?,ছবিতে কী অবস্থা দেখা যাচ্ছে?,brain tumor,ব্রেইন টিউমার।
517,9683ed57bdf446a17d726286eea121756600ab53_2-Figure1-1.png,condition,রোগ,What condition is observed?,কি অবস্থা পরিলক্ষিত হয়েছে?,no finding,কিছু পাওয়া যায়নি।
1177,c77b300b74a36ffeb324406dffbda45f16d74cff_2-Figure1-1.png,condition,রোগ,What conditions are observed in the image?,ছবিতে কি কি অবস্থা দেখা যাচ্ছে?,pacing leads,পেসিং লিড
